name,wins,losses,wlr,f_year,l_year,career_duration,dfs,aces,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,hand,birthdate,country,gender,total_matches,serve_games_won,serve_game_won%,break_points_saved%,breakpoints_permatch,ace_dominance
Alex Zakharia,0,1,0.0,1998,1998,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1978-06-12,LIB,male,1,0.0,,,0.0,
Kiyoski Tanabe,4,11,26.667,1972,1981,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,JPN,male,15,0.0,,,0.0,
Andy Roddick,587,205,74.116,2000,2012,13,1518.0,8593.0,56016.0,36325.0,28763.0,11014.0,9387.0,1956.0,2896.0,R,1982-08-30,USA,male,792,8447.0,89.986,67.541,3.657,15.34
Frederick Sletting Johnsen,1,2,33.333,2007,2007,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1986-09-12,NOR,male,3,0.0,,,0.0,
Johan Sandberg,0,2,0.0,1988,1988,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1970-05-12,SWE,male,2,0.0,,,0.0,
Ted Scherman,1,1,50.0,1989,1989,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1966-10-03,USA,male,2,0.0,,,0.0,
Ray Ruffels,161,141,53.311,1968,1980,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1946-03-23,AUS,male,302,0.0,,,0.0,
Cayetano March,1,0,100.0,2019,2019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,2000-07-03,ECU,male,1,0.0,,,0.0,
Martin Rmus,0,1,0.0,2006,2006,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1987-03-14,SLO,male,1,0.0,,,0.0,
Khalid Hussain Fitiani,0,1,0.0,1991,1991,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1954-06-02,KSA,male,1,0.0,,,0.0,
Paul Palmer,0,1,0.0,1972,1972,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,USA,male,1,0.0,,,0.0,
Jacobo Chavez,6,9,40.0,1994,2002,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1971-01-12,GUA,male,15,0.0,,,0.0,
Ruben Gajardo,1,3,25.0,1988,1989,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1968-01-05,CHI,male,4,0.0,,,0.0,
J C Edwards,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,GBR,male,1,0.0,,,0.0,
Genaro Deleon,9,14,39.13,1990,2001,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1971-01-19,DOM,male,23,0.0,,,0.0,
Jan Botha,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,RSA,male,1,0.0,,,0.0,
Derek Segal,0,7,0.0,1979,1985,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1960-05-07,RSA,male,7,0.0,,,0.0,
J Bart,0,1,0.0,1972,1972,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,HUN,male,1,0.0,,,0.0,
Jasjit Singh,17,40,29.825,1968,1977,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1948-02-04,IND,male,57,0.0,,,0.0,
Shlomo Glickstein,168,127,56.949,1976,1987,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1958-01-06,ISR,male,295,0.0,,,0.0,
Beejong Sisson,4,8,33.333,1980,1984,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,PHI,male,12,0.0,,,0.0,
Tommy Paul,29,31,48.333,2015,2021,7,136.0,292.0,4932.0,3004.0,2078.0,999.0,775.0,251.0,430.0,R,1997-05-17,USA,male,60,596.0,76.903,58.372,7.167,5.921
James Flanagan,0,1,0.0,1972,1972,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,GBR,male,1,0.0,,,0.0,
Rod Frawley,92,107,46.231,1971,1984,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1952-09-08,AUS,male,199,0.0,,,0.0,
Dineshkanthan Thangarajah,3,9,25.0,2010,2015,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1991-01-05,SRI,male,12,0.0,,,0.0,
Eoin Collins,2,11,15.385,1987,1997,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,1968-07-28,IRL,male,13,0.0,,,0.0,
Alberto Franco,0,1,0.0,1982,1982,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,PER,male,1,0.0,,,0.0,
Karim Hossam,0,1,0.0,2013,2013,1,0.0,3.0,49.0,27.0,14.0,9.0,9.0,1.0,7.0,R,1994-04-08,EGY,male,1,3.0,33.333,14.286,7.0,6.122
Bill Freer,7,16,30.435,1969,1975,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1951-03-09,RSA,male,23,0.0,,,0.0,
John Levin,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,USA,male,1,0.0,,,0.0,
Juan Gisbert Jr,5,12,29.412,1991,1994,4,59.0,75.0,1099.0,706.0,475.0,173.0,164.0,69.0,118.0,R,1974-04-13,ESP,male,17,115.0,70.122,58.475,6.941,6.824
Paolo Cane,119,109,52.193,1983,1995,13,101.0,237.0,3741.0,1875.0,1309.0,905.0,568.0,223.0,381.0,R,1965-04-09,ITA,male,228,410.0,72.183,58.53,1.671,6.335
Rick Rozen,1,1,50.0,1980,1980,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,2,0.0,,,0.0,
Andrea Pellegrino,1,1,50.0,2020,2020,1,4.0,1.0,120.0,84.0,49.0,14.0,19.0,5.0,13.0,R,1997-03-23,ITA,male,2,11.0,57.895,38.462,6.5,0.833
Christian Collange,0,1,0.0,1991,1991,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1967-06-08,MON,male,1,0.0,,,0.0,
Abdul Rahman Ramlal,0,1,0.0,1983,1983,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,MAS,male,1,0.0,,,0.0,
Mikhail Kukushkin,165,209,44.118,2008,2021,14,553.0,1149.0,28591.0,17395.0,11562.0,5747.0,4320.0,1695.0,2812.0,R,1987-12-26,KAZ,male,374,3203.0,74.144,60.277,7.519,4.019
Boro Jovanovic,45,61,42.453,1968,1975,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1939-10-21,CRO,male,106,0.0,,,0.0,
Konstantin Don Gruber,1,1,50.0,2003,2004,2,1.0,5.0,51.0,38.0,21.0,5.0,8.0,6.0,10.0,R,1979-10-27,AUT,male,2,4.0,50.0,60.0,5.0,9.804
Patrick Galbraith,0,2,0.0,1989,1990,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,1967-04-16,USA,male,2,0.0,,,0.0,
Michael Kohlmann,23,44,34.328,1998,2007,10,210.0,345.0,5091.0,3053.0,2119.0,932.0,768.0,261.0,471.0,R,1974-01-11,GER,male,67,558.0,72.656,55.414,7.03,6.777
Christophe Tholl,0,3,0.0,2014,2018,5,4.0,5.0,103.0,60.0,33.0,19.0,16.0,8.0,15.0,,1994-12-19,LUX,male,3,9.0,56.25,53.333,5.0,4.854
Aditya Hari Sasongko,2,6,25.0,2008,2016,9,15.0,11.0,215.0,151.0,90.0,24.0,35.0,11.0,27.0,U,1988-07-04,INA,male,8,19.0,54.286,40.741,3.375,5.116
Carlos Gomez,1,5,16.667,1977,1985,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,COL,male,6,0.0,,,0.0,
Gilbert Schaller,113,126,47.28,1986,1998,13,229.0,265.0,16920.0,12858.0,7808.0,1967.0,2576.0,1034.0,1867.0,R,1969-03-17,AUT,male,239,1743.0,67.663,55.383,7.812,1.566
Serguei Tarasevitch,0,1,0.0,2006,2006,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1987-09-21,BLR,male,1,0.0,,,0.0,
G Nel,0,1,0.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,RSA,male,1,0.0,,,0.0,
U Savoldelli,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,1,0.0,,,0.0,
George Bastl,44,81,35.2,1998,2009,12,360.0,604.0,8906.0,5760.0,3839.0,1473.0,1360.0,535.0,923.0,R,1975-04-01,SUI,male,125,972.0,71.471,57.963,7.384,6.782
Shibu Lal,0,2,0.0,1992,1992,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1973-04-28,BAN,male,2,0.0,,,0.0,
Christian Garin,60,52,53.571,2012,2021,10,336.0,475.0,8377.0,5069.0,3549.0,1639.0,1301.0,460.0,776.0,R,1996-05-30,CHI,male,112,985.0,75.711,59.278,6.929,5.67
Geoff Pollard,2,4,33.333,1968,1973,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1934-01-18,AUS,male,6,0.0,,,0.0,
Jim Delaney,61,105,36.747,1972,1982,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1953-03-12,USA,male,166,0.0,,,0.0,
Armand Molino,2,2,50.0,1983,1983,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,4,0.0,,,0.0,
G R D Porteus,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,GBR,male,1,0.0,,,0.0,
G Jones,0,2,0.0,2005,2008,4,8.0,2.0,94.0,62.0,30.0,13.0,16.0,5.0,15.0,R,1986-04-01,NZL,male,2,6.0,37.5,33.333,7.5,2.128
G Jones,0,2,0.0,2005,2008,4,8.0,2.0,94.0,62.0,30.0,13.0,16.0,5.0,15.0,U,,USA,male,2,6.0,37.5,33.333,7.5,2.128
Pancho Segura,6,10,37.5,1968,1974,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1921-06-20,ECU,male,16,0.0,,,0.0,
Pancho Segura,6,10,37.5,1968,1974,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1921-06-26,ECU,male,16,0.0,,,0.0,
Pascal Portes,79,98,44.633,1977,1985,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1959-05-28,FRA,male,177,0.0,,,0.0,
Pierce Kelly,1,1,50.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1947-07-14,USA,male,2,0.0,,,0.0,
Andrei Karatchenia,3,3,50.0,2004,2009,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1989-01-02,BLR,male,6,0.0,,,0.0,
Roman Borvanov,0,2,0.0,2011,2012,2,5.0,7.0,65.0,40.0,30.0,9.0,11.0,4.0,7.0,R,1982-03-31,MDA,male,2,8.0,72.727,57.143,3.5,10.769
Jay Gooding,0,1,0.0,2003,2003,1,0.0,2.0,50.0,30.0,15.0,10.0,8.0,3.0,7.0,R,1976-05-13,AUS,male,1,4.0,50.0,42.857,7.0,4.0
Jurek Stasiak,2,2,50.0,1998,1998,1,7.0,6.0,175.0,112.0,68.0,23.0,25.0,13.0,23.0,R,1978-04-23,AUS,male,4,15.0,60.0,56.522,5.75,3.429
Keith Richardson,17,35,32.692,1976,1979,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1953-08-18,USA,male,52,0.0,,,0.0,
Davor Stolcer,0,1,0.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,YUG,male,1,0.0,,,0.0,
J Kirs,0,1,0.0,1976,1976,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,SWE,male,1,0.0,,,0.0,
Ramkumar Ramanathan,19,28,40.426,2013,2021,9,203.0,392.0,3789.0,2205.0,1614.0,784.0,584.0,180.0,296.0,R,1994-11-08,IND,male,47,468.0,80.137,60.811,6.298,10.346
Robert Smeets,1,8,11.111,2005,2008,4,47.0,67.0,798.0,421.0,297.0,169.0,118.0,60.0,95.0,L,1985-11-10,AUS,male,9,83.0,70.339,63.158,10.556,8.396
Russell Moseley,0,1,0.0,2015,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1985-07-28,BAR,male,1,0.0,,,0.0,
Frank Condor,0,1,0.0,2005,2005,1,2.0,0.0,45.0,29.0,14.0,3.0,7.0,2.0,7.0,U,1984-01-10,ESP,male,1,2.0,28.571,28.571,7.0,0.0
Frederico Ferreira Silva,3,8,27.273,2014,2021,8,22.0,20.0,553.0,340.0,219.0,101.0,87.0,28.0,56.0,L,1995-03-18,POR,male,11,59.0,67.816,50.0,5.091,3.617
Larry Davidson,0,2,0.0,1980,1980,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1955-08-21,USA,male,2,0.0,,,0.0,
Alex Geuer,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,GER,male,1,0.0,,,0.0,
Massimo Ardinghi,1,4,20.0,1991,1994,4,9.0,2.0,235.0,134.0,75.0,46.0,37.0,14.0,32.0,R,1971-03-06,ITA,male,5,19.0,51.351,43.75,6.4,0.851
Rauty Krog,12,23,34.286,1968,1975,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,RSA,male,35,0.0,,,0.0,
Rauty Krog,12,23,34.286,1968,1975,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1945-02-09,RSA,male,35,0.0,,,0.0,
Graziano Risi,0,1,0.0,1979,1979,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ITA,male,1,0.0,,,0.0,
John Gavan Fraser,1,1,50.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1935-08-01,AUS,male,2,0.0,,,0.0,
Ernesto Escobedo,15,29,34.091,2016,2020,5,145.0,344.0,3788.0,2092.0,1521.0,923.0,592.0,196.0,313.0,R,1996-07-04,USA,male,44,475.0,80.236,62.62,7.114,9.081
Tobias Clemens,2,1,66.667,2006,2006,1,17.0,25.0,291.0,159.0,115.0,70.0,42.0,10.0,18.0,R,1979-08-14,GER,male,3,34.0,80.952,55.556,6.0,8.591
Abdullah Al Khalil,0,1,0.0,1989,1989,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1951-02-16,JOR,male,1,0.0,,,0.0,
Tomas Lynch,2,6,25.0,1968,1975,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1949-12-24,ARG,male,8,0.0,,,0.0,
Abdul Khalek Nadini,1,6,14.286,1984,1989,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1961-09-14,MAR,male,7,0.0,,,0.0,
Paul Logtens,0,2,0.0,2003,2005,3,11.0,6.0,154.0,97.0,65.0,23.0,24.0,7.0,15.0,R,1979-11-07,NED,male,2,16.0,66.667,46.667,7.5,3.896
Dmitriy Makeyev,2,8,20.0,2002,2007,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1984-12-13,KAZ,male,10,0.0,,,0.0,
Eyad Shahadeh,0,1,0.0,1989,1989,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1965-04-06,JOR,male,1,0.0,,,0.0,
Chang Rung Wu,14,13,51.852,1979,1989,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1957-07-05,TPE,male,27,0.0,,,0.0,
James Rombeau,0,3,0.0,1969,1971,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1948-12-02,USA,male,3,0.0,,,0.0,
Daniel Vacek,129,172,42.857,1990,2002,13,1385.0,1844.0,23912.0,13924.0,10121.0,4784.0,3606.0,1233.0,2073.0,R,1971-04-01,CZE,male,301,2766.0,76.705,59.479,6.887,7.712
Cem Ilkel,4,21,16.0,2015,2020,6,51.0,76.0,1530.0,909.0,586.0,289.0,230.0,75.0,150.0,R,1995-08-21,TUR,male,25,155.0,67.391,50.0,6.0,4.967
Brian Page,2,3,40.0,1987,1990,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1966-05-08,USA,male,5,0.0,,,0.0,
Takesji Tsujimoto,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,JPN,male,1,0.0,,,0.0,
Kamil Majchrzak,9,19,32.143,2015,2021,7,90.0,134.0,2160.0,1291.0,910.0,428.0,341.0,114.0,200.0,R,1996-01-13,POL,male,28,255.0,74.78,57.0,7.143,6.204
Teodoro Gurrea,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,ESP,male,1,0.0,,,0.0,
Gregory Carraz,30,48,38.462,1996,2006,11,504.0,786.0,6415.0,3796.0,2850.0,1222.0,983.0,320.0,523.0,R,1975-04-09,FRA,male,78,780.0,79.349,61.185,6.705,12.253
Chris Brandi,2,1,66.667,2011,2011,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1982-11-06,PUR,male,3,0.0,,,0.0,
Goran Tosic,1,3,25.0,2009,2009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1982-10-07,MNE,male,4,0.0,,,0.0,
Bruno Echagaray,4,7,36.364,2001,2009,9,8.0,6.0,253.0,164.0,90.0,36.0,39.0,17.0,37.0,R,1983-05-08,MEX,male,11,19.0,48.718,45.946,3.364,2.372
Brandon Coupe,0,1,0.0,1994,1994,1,2.0,4.0,65.0,43.0,26.0,10.0,9.0,4.0,7.0,R,1972-04-11,USA,male,1,6.0,66.667,57.143,7.0,6.154
Van Thanh Vo,1,4,20.0,1973,1974,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,VIE,male,5,0.0,,,0.0,
Rohan Bopanna,15,33,31.25,2002,2016,15,79.0,237.0,1582.0,877.0,697.0,353.0,253.0,85.0,128.0,R,1980-03-04,IND,male,48,210.0,83.004,66.406,2.667,14.981
Terry Hassell,0,1,0.0,1972,1972,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,1,0.0,,,0.0,
Greg Braun,0,12,0.0,1971,1979,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,12,0.0,,,0.0,
Radek Stepanek,359,285,55.745,1999,2017,19,1904.0,3789.0,48756.0,30158.0,21848.0,9435.0,7655.0,2413.0,3912.0,R,1978-11-27,CZE,male,644,6156.0,80.418,61.682,6.075,7.771
Jose Luis Noriega,1,9,10.0,1991,1994,4,11.0,13.0,177.0,110.0,79.0,28.0,27.0,4.0,12.0,R,1969-09-14,PER,male,10,19.0,70.37,33.333,1.2,7.345
Andreas Haider Maurer,45,79,36.29,2006,2018,13,583.0,814.0,9501.0,5299.0,3809.0,1956.0,1437.0,552.0,914.0,R,1987-03-22,AUT,male,124,1075.0,74.809,60.394,7.371,8.568
Kevin Sorensen,2,3,40.0,2004,2006,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1981-05-10,IRL,male,5,0.0,,,0.0,
Soren Hess Olesen,1,2,33.333,2017,2018,2,11.0,6.0,265.0,156.0,93.0,51.0,34.0,29.0,41.0,U,1991-01-09,DEN,male,3,22.0,64.706,70.732,13.667,2.264
Asiri Iddamalgoda,2,1,66.667,1999,1999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1973-06-17,SRI,male,3,0.0,,,0.0,
Mohamed Redha Ouahab,0,1,0.0,2007,2007,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1981-09-02,ALG,male,1,0.0,,,0.0,
Damir Dzumhur,116,127,47.737,2010,2021,12,641.0,581.0,17847.0,11453.0,7451.0,3164.0,2765.0,1041.0,1851.0,R,1992-05-20,BIH,male,243,1955.0,70.705,56.24,7.617,3.255
Po Tau,0,1,0.0,1973,1973,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,1,0.0,,,0.0,
Ricardo Cano,149,152,49.502,1970,1983,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1951-02-26,ARG,male,301,0.0,,,0.0,
Roberto Maytin,0,1,0.0,2007,2007,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1989-01-02,VEN,male,1,0.0,,,0.0,
Efe Ustundag,2,4,33.333,1999,2001,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1977-01-15,TUR,male,6,0.0,,,0.0,
P Corne,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,GBR,male,1,0.0,,,0.0,
Peter Lindgren,1,14,6.667,1985,1988,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1964-06-01,SWE,male,15,0.0,,,0.0,
Alexei Popyrin,23,30,43.396,2018,2021,4,220.0,491.0,4726.0,2878.0,2121.0,958.0,721.0,244.0,378.0,R,1999-08-05,AUS,male,53,587.0,81.415,64.55,7.132,10.389
Mark Edmondson,225,202,52.693,1972,1987,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1954-06-24,AUS,male,427,0.0,,,0.0,
Mark Edmondson,225,202,52.693,1972,1987,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1954-06-28,AUS,male,427,0.0,,,0.0,
John Stephens,2,5,28.571,1971,1974,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,7,0.0,,,0.0,
Jirat Navasirisomboon,3,3,50.0,2017,2020,4,17.0,10.0,384.0,266.0,166.0,56.0,62.0,12.0,32.0,R,1996-11-17,THA,male,6,42.0,67.742,37.5,5.333,2.604
Carlos Martin Navarro Vergara,0,4,0.0,1995,1995,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1976-12-09,BOL,male,4,0.0,,,0.0,
Junie Chatman,2,5,28.571,1978,1982,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1956-03-29,USA,male,7,0.0,,,0.0,
Chase Buchanan,0,2,0.0,2009,2014,6,6.0,10.0,192.0,127.0,80.0,25.0,28.0,11.0,23.0,R,1991-06-04,USA,male,2,16.0,57.143,47.826,11.5,5.208
Boris Breskvar,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,SLO,male,1,0.0,,,0.0,
Scott Shannon,0,1,0.0,1977,1977,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,USA,male,1,0.0,,,0.0,
Laurence Tieleman,40,58,40.816,1993,2000,8,502.0,707.0,7419.0,3908.0,2935.0,1707.0,1126.0,389.0,639.0,R,1972-11-14,ITA,male,98,876.0,77.798,60.876,6.52,9.53
Roko Karanusic,14,41,25.455,2003,2009,7,78.0,198.0,3814.0,2332.0,1573.0,744.0,606.0,224.0,392.0,R,1982-09-05,CRO,male,55,438.0,72.277,57.143,7.127,5.191
Simon Youl,86,128,40.187,1982,1994,13,219.0,264.0,5433.0,3260.0,2293.0,1051.0,831.0,291.0,500.0,R,1965-07-01,AUS,male,214,622.0,74.85,58.2,2.336,4.859
Malcolm Allen,1,5,16.667,1989,1989,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1967-07-13,USA,male,6,0.0,,,0.0,
Todd Nelson,34,70,32.692,1983,1993,11,60.0,57.0,1014.0,582.0,419.0,191.0,150.0,50.0,87.0,R,1961-03-18,USA,male,104,113.0,75.333,57.471,0.837,5.621
Mulari Dharan,1,2,33.333,1990,1990,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1964-06-28,MAS,male,3,0.0,,,0.0,
Tommi Lenho,2,0,100.0,1995,1997,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1975-09-17,FIN,male,2,0.0,,,0.0,
Thomas Sorensen,0,1,0.0,1989,1989,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1969-09-10,DEN,male,1,0.0,,,0.0,
Alex Clayton,0,1,0.0,2005,2005,1,3.0,11.0,77.0,36.0,27.0,22.0,11.0,4.0,6.0,R,1987-11-23,USA,male,1,9.0,81.818,66.667,6.0,14.286
Donald Young,126,189,40.0,2005,2021,17,1205.0,1012.0,24361.0,14568.0,9801.0,4795.0,3759.0,1432.0,2479.0,L,1989-07-23,USA,male,315,2712.0,72.147,57.765,7.87,4.154
Yang Tat Lim,1,7,12.5,1992,1997,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1975-05-01,SIN,male,8,0.0,,,0.0,
Alessandro Bega,0,1,0.0,2017,2017,1,3.0,4.0,70.0,47.0,33.0,9.0,12.0,1.0,5.0,R,1991-01-11,ITA,male,1,8.0,66.667,20.0,5.0,5.714
Maximilian Abel,2,7,22.222,2002,2004,3,35.0,36.0,673.0,408.0,270.0,129.0,100.0,43.0,71.0,R,1982-02-28,GER,male,9,72.0,72.0,60.563,7.889,5.349
Howard Broun,0,1,0.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,NZL,male,1,0.0,,,0.0,
James Pressly,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1947-08-23,USA,male,1,0.0,,,0.0,
Denis Istomin,228,260,46.721,2005,2020,16,801.0,2921.0,35574.0,23216.0,16491.0,6301.0,5583.0,1837.0,2981.0,R,1986-09-07,UZB,male,488,4439.0,79.509,61.624,6.109,8.211
Elvis Henry,0,1,0.0,2006,2006,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1976-03-06,JAM,male,1,0.0,,,0.0,
Diego Galeano,8,4,66.667,2009,2012,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1992-02-01,PAR,male,12,0.0,,,0.0,
Pedja Krstin,2,3,40.0,2014,2019,6,14.0,19.0,281.0,179.0,123.0,48.0,48.0,9.0,23.0,R,1994-09-03,SRB,male,5,34.0,70.833,39.13,4.6,6.762
J May,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,1,0.0,,,0.0,
Nils Langer,1,2,33.333,2013,2013,1,11.0,4.0,202.0,130.0,94.0,36.0,34.0,3.0,11.0,R,1990-01-25,GER,male,3,26.0,76.471,27.273,3.667,1.98
Viktor Durasovic,2,9,18.182,2014,2020,7,27.0,33.0,593.0,354.0,232.0,99.0,94.0,36.0,73.0,U,1997-03-19,NOR,male,11,57.0,60.638,49.315,6.636,5.565
